FIPS,State,"County, State",Year,Cost Per Meal,Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall,State_count,County,GROC16,GROC20,PCH_GROC_16_20,GROCPTH16,GROCPTH20,PCH_GROCPTH_16_20,GEO_ID,NAME,Total_Households,Total_Below_Poverty,SNAP_Total_Households,SNAP_Below_Poverty,SNAP_Participation_Rate_Pct,No_SNAP_Total_Households,No_SNAP_Below_Poverty_Gap,Name,Median_Household_Income,Median_Income_Lower_Bound,Median_Income_Upper_Bound,mean_commute_time,pct_households_no_vehicle,poverty_rate,total_population,land_area_sqmi,population_density,state_abbr,min_wage_2023,diabetes_rate,obesity_rate,FIPS_match,YEAR,BENE_GEO_DESC,BENE_GEO_CD,BENE_AGE_LVL,BENES_TOTAL_CNT,BENE_AVG_AGE,BENE_AVG_RISK_SCRE,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC
34011,NJ,"Cumberland County, New Jersey",2023,3.54,22.14,15164000.0,NJ,Cumberland,31.0,41.0,32.25806451612902,0.2026104032993316,0.2788963913917542,37.65156519614614,34011,"Cumberland County, New Jersey",53781,8860,9464,3932,17.6,44317,4928,Cumberland County,64240.0,59357.0,69123.0,25.5,0.1013554972945835,15.6,153305,483.38,317.1521370350449,NJ,14.13,12.0,38.8,34011,2023,NJ-Cumberland,34011.0,All,30881,72,1.19,17045.62,14492.73
34013,NJ,"Essex County, New Jersey",2023,4.35,27.18,98889000.0,NJ,Essex,362.0,360.0,-0.5524861878453023,0.4564523100852965,0.4497183561325073,-1.475280944800328,34013,"Essex County, New Jersey",319788,51078,47471,22334,14.8,272317,28744,Essex County,80005.0,77247.0,82763.0,33.6,0.2099140680700964,14.6,863002,126.083,6844.713403075752,NJ,14.13,11.2,32.0,34013,2023,NJ-Essex,34013.0,All,128562,74,1.11,16012.28,13077.67
34015,NJ,"Gloucester County, New Jersey",2023,3.72,23.26,21353000.0,NJ,Gloucester,40.0,43.0,7.499999999999996,0.137553945183754,0.1466350704431534,6.601864633739307,34015,"Gloucester County, New Jersey",112545,9442,7447,2481,6.6,105098,6961,Gloucester County,96965.0,91150.0,102780.0,28.2,0.0516859922697587,7.7,306954,322.008,953.2496087053738,NJ,14.13,8.3,31.1,34015,2023,NJ-Gloucester,34015.0,All,63998,73,1.05,14743.8,13078.49
34017,NJ,"Hudson County, New Jersey",2023,3.68,23.02,73869000.0,NJ,Hudson,276.0,260.0,-5.797101449275366,0.4127578139305114,0.3870971500873566,-6.216881419833021,34017,"Hudson County, New Jersey",299682,43956,44096,19990,14.7,255586,23966,Hudson County,88469.0,85757.0,91181.0,35.4,0.3340774554360955,14.9,718323,46.194,15550.136381348226,NJ,14.13,11.2,25.0,34017,2023,NJ-Hudson,34017.0,All,88092,74,1.11,16084.53,12657.36
34019,NJ,"Hunterdon County, New Jersey",2023,3.94,24.64,7106000.0,NJ,Hunterdon,21.0,23.0,9.523809523809534,0.1680322587490082,0.1842993050813674,9.68090678151128,34019,"Hunterdon County, New Jersey",50860,2425,1825,762,3.6,49035,1663,Hunterdon County,136407.0,128255.0,144559.0,33.0,0.0332677939441604,4.0,130160,427.835,304.2294342445102,NJ,14.13,6.9,28.2,34019,2023,NJ-Hunterdon,34019.0,All,30730,74,0.97,12771.6,11307.88
34021,NJ,"Mercer County, New Jersey",2023,4.04,25.24,32526000.0,NJ,Mercer,118.0,115.0,-2.542372881355937,0.3207140564918518,0.3131475746631621,-2.359261053742379,34021,"Mercer County, New Jersey",144114,15845,13377,6178,9.3,130737,9667,Mercer County,95502.0,91330.0,99674.0,27.1,0.111814258156737,10.3,385864,224.478,1718.93904970643,NJ,14.13,9.4,23.6,34021,2023,NJ-Mercer,34021.0,All,71822,73,1.05,15100.87,13435.06
34023,NJ,"Middlesex County, New Jersey",2023,3.76,23.52,64072000.0,NJ,Middlesex,212.0,216.0,1.886792452830188,0.256876915693283,0.2625386416912078,2.20406181016477,34023,"Middlesex County, New Jersey",307782,27245,24330,9318,7.9,283452,17927,Middlesex County,104637.0,101151.0,108123.0,31.2,0.0803360820320876,8.6,871290,309.247,2817.456596183633,NJ,14.13,9.7,28.3,34023,2023,NJ-Middlesex,34023.0,All,154468,74,1.04,14461.74,12484.27
34025,NJ,"Monmouth County, New Jersey",2023,4.2,26.23,47284000.0,NJ,Monmouth,168.0,150.0,-10.71428571428571,0.2696391046047211,0.2425688952207565,-10.03942266595502,34025,"Monmouth County, New Jersey",251712,18401,13702,5069,5.4,238010,13332,Monmouth County,117752.0,114672.0,120832.0,32.1,0.0639778794813119,6.5,645353,468.204,1378.358578739182,NJ,14.13,7.7,27.0,34025,2023,NJ-Monmouth,34025.0,All,143479,74,1.02,14823.58,13228.89
34027,NJ,"Morris County, New Jersey",2023,4.24,26.5,35057000.0,NJ,Morris,98.0,97.0,-1.020408163265307,0.1984484642744064,0.1975210160017014,-0.4673496850157721,34027,"Morris County, New Jersey",193245,11232,7093,2114,3.7,186152,9118,Morris County,134308.0,129723.0,138893.0,29.8,0.0509198168128541,4.9,514528,461.025,1116.0522748224066,NJ,14.13,7.4,24.6,34027,2023,NJ-Morris,34027.0,All,104265,75,1.01,14149.61,12228.31
34029,NJ,"Ocean County, New Jersey",2023,3.91,24.45,53155000.0,NJ,Ocean,110.0,107.0,-2.727272727272723,0.1860805004835129,0.1741998642683028,-6.38467554866804,34029,"Ocean County, New Jersey",243843,22900,15692,6599,6.4,228151,16301,Ocean County,85239.0,82108.0,88370.0,30.0,0.0604077213616958,10.5,654362,628.29,1041.4967610498338,NJ,14.13,8.3,32.0,34029,2023,NJ-Ocean,34029.0,All,169034,74,1.09,15416.69,13816.79
34031,NJ,"Passaic County, New Jersey",2023,3.94,24.61,52795000.0,NJ,Passaic,243.0,213.0,-12.34567901234568,0.48214191198349,0.4256747961044312,-11.71172106709372,34031,"Passaic County, New Jersey",178936,24664,34016,13884,19.0,144920,10780,Passaic County,81823.0,78845.0,84801.0,26.5,0.1386473375955648,13.0,521012,186.133,2799.1382506057494,NJ,14.13,10.4,31.1,34031,2023,NJ-Passaic,34031.0,All,91427,74,1.09,15720.39,12958.77
34033,NJ,"Salem County, New Jersey",2023,4.08,25.52,6634000.0,NJ,Salem,16.0,12.0,-25.0,0.252940446138382,0.1921506524085999,-24.033243657886345,34033,"Salem County, New Jersey",24846,3080,3099,1485,12.5,21747,1595,Salem County,84008.0,79128.0,88888.0,26.5,0.0964340336472671,12.7,65275,331.861,196.69379649913668,NJ,14.13,9.8,35.8,34033,2023,NJ-Salem,34033.0,All,15287,73,1.08,15748.9,14006.26
34035,NJ,"Somerset County, New Jersey",2023,4.13,25.78,22241000.0,NJ,Somerset,72.0,67.0,-6.944444444444442,0.2181798368692398,0.2034427374601364,-6.754565234153908,34035,"Somerset County, New Jersey",130802,7133,4857,1603,3.7,125945,5530,Somerset County,140242.0,134035.0,146449.0,31.4,0.040320484396263,5.4,349846,301.867,1158.9408580600066,NJ,14.13,7.8,24.9,34035,2023,NJ-Somerset,34035.0,All,65010,74,0.99,13299.25,11537.47
34037,NJ,"Sussex County, New Jersey",2023,3.98,24.88,9704000.0,NJ,Sussex,27.0,27.0,0.0,0.1901354938745498,0.1928543895483017,1.4299779690507113,34037,"Sussex County, New Jersey",57767,3244,1808,657,3.1,55959,2587,Sussex County,109884.0,104402.0,115366.0,36.3,0.0333754565755535,5.5,145807,518.488,281.2157658422181,NJ,14.13,7.4,31.8,34037,2023,NJ-Sussex,34037.0,All,33488,73,1.01,13168.86,11667.01
34039,NJ,"Union County, New Jersey",2023,4.02,25.11,47499000.0,NJ,Union,153.0,162.0,5.882352941176472,0.2767657935619354,0.2916848361492157,5.390493671661645,34039,"Union County, New Jersey",203277,18431,17870,6327,8.8,185407,12104,Union County,100031.0,96681.0,103381.0,30.2,0.1015510854646615,9.2,579290,102.766,5636.981102699336,NJ,14.13,10.0,28.2,34039,2023,NJ-Union,34039.0,All,95438,74,1.07,13738.27,11698.6
34041,NJ,"Warren County, New Jersey",2023,3.85,24.06,8430000.0,NJ,Warren,24.0,22.0,-8.333333333333337,0.2261974364519119,0.2082860022783278,-7.918495653416403,34041,"Warren County, New Jersey",45391,3883,3363,1202,7.4,42028,2681,Warren County,98857.0,93726.0,103988.0,34.0,0.0560022912031019,8.3,110849,356.541,310.9011305852623,NJ,14.13,8.5,31.6,34041,2023,NJ-Warren,34041.0,All,25810,73,1.1,14198.96,12469.15
35001,NM,"Bernalillo County, New Mexico",2023,3.56,22.24,69314000.0,NM,Bernalillo,78.0,77.0,-1.2820512820512773,0.1150641068816185,0.1129585430026054,-1.829905029532219,35001,"Bernalillo County, New Mexico",285495,43118,48464,20401,17.0,237031,22717,Bernalillo County,68286.0,66042.0,70530.0,22.9,0.0643163628084554,15.2,673930,1161.245,580.3512609311558,NM,12.0,10.7,31.5,35001,2023,NM-Bernalillo,35001.0,All,143096,72,0.86,9821.76,9634.05
35003,NM,"Catron County, New Mexico",2023,3.57,22.31,528000.0,NM,Catron,2.0,,,0.567375898361206,,,35003,"Catron County, New Mexico",1789,365,166,105,9.3,1623,260,Catron County,45802.0,39790.0,51814.0,25.3,0.0586920067076579,24.8,3743,6924.187,0.5405688783390743,NM,12.0,12.0,37.4,35003,2023,NM-Catron,35003.0,All,1634,73,0.7,7950.71,7368.49
35005,NM,"Chaves County, New Mexico",2023,3.34,20.88,7430000.0,NM,Chaves,6.0,6.0,0.0,0.0913464501500129,0.092719942331314,1.50360761589039,35005,"Chaves County, New Mexico",23712,5770,5927,3034,25.0,17785,2736,Chaves County,51179.0,46910.0,55448.0,19.3,0.054908906882591,24.3,64217,6067.178,10.584327672601662,NM,12.0,13.0,40.9,35005,2023,NM-Chaves,35005.0,All,12669,73,0.95,10532.52,10519.26
35006,NM,"Cibola County, New Mexico",2023,3.2,20.02,3388000.0,NM,Cibola,3.0,4.0,33.33333333333333,0.1108606457710266,0.1517796218395232,36.91028117679507,35006,"Cibola County, New Mexico",8503,2227,2009,1160,23.6,6494,1067,Cibola County,47530.0,41578.0,53482.0,24.0,0.0911443020110549,28.4,26845,4539.984,5.913016433538092,NM,12.0,15.3,38.1,35006,2023,NM-Cibola,35006.0,All,5082,72,1.08,10898.93,9987.71
35007,NM,"Colfax County, New Mexico",2023,4.11,25.66,1650000.0,NM,Colfax,3.0,4.0,33.33333333333333,0.2446782439947128,0.3353735208511353,37.06716027371122,35007,"Colfax County, New Mexico",5368,854,1255,586,23.4,4113,268,Colfax County,54255.0,48614.0,59896.0,19.9,0.0655737704918032,18.2,12322,3757.976,3.278892680528029,NM,12.0,12.1,37.9,35007,2023,NM-Colfax,35007.0,All,3979,73,0.88,9731.04,8402.96
35009,NM,"Curry County, New Mexico",2023,3.52,21.98,5614000.0,NM,Curry,5.0,5.0,0.0,0.0993364304304122,0.1024737134575843,3.158240147726898,35009,"Curry County, New Mexico",18595,3669,4738,2305,25.5,13857,1364,Curry County,53858.0,47905.0,59811.0,16.5,0.0613605808012906,20.5,47638,1405.524,33.89340914847416,NM,12.0,11.4,34.6,35009,2023,NM-Curry,35009.0,All,8044,72,0.97,11380.43,11439.17
35011,NM,"De Baca County, New Mexico",2023,3.52,21.98,193000.0,NM,De Baca,2.0,,,1.0881392955780027,,,35011,"De Baca County, New Mexico",820,139,153,89,18.7,667,50,DeBaca County,48234.0,42616.0,53852.0,11.4,0.0560975609756097,15.5,1576,2323.107,0.6784018127447423,NM,12.0,11.9,37.3,35011,2023,NM-De Baca,35011.0,All,548,72,0.76,9249.64,9084.89
35013,NM,"DoÃƒÂ±a Ana County, New Mexico",2023,3.39,21.18,24437000.0,NM,DoÃ±a Ana,21.0,22.0,4.761904761904767,0.0978273004293441,0.0994296371936798,1.637923930542184,35013,"DoÃ±a Ana County, New Mexico",84889,18382,20500,10337,24.1,64389,8045,Dona Ana County,56233.0,54177.0,58289.0,22.8,0.0608323811094488,21.3,224266,3808.179,58.89061412291807,NM,12.0,12.4,37.1,35013,2023,NM-Dona Ana,35013.0,All,47842,73,0.91,10452.07,10462.77
35015,NM,"Eddy County, New Mexico",2023,3.5,21.89,5505000.0,NM,Eddy,5.0,4.0,-20.0,0.0867016911506652,0.0684720426797866,-21.02571268096738,35015,"Eddy County, New Mexico",23620,3640,3345,1542,14.2,20275,2098,Eddy County,66485.0,58613.0,74357.0,21.4,0.0474174428450465,13.8,61105,4176.347,14.631207607988513,NM,12.0,10.8,38.3,35015,2023,NM-Eddy,35015.0,All,10320,73,0.94,12074.28,11625.5
35017,NM,"Grant County, New Mexico",2023,3.57,22.31,3350000.0,NM,Grant,5.0,4.0,-20.0,0.1781832426786423,0.1481097489595412,-16.87784623683115,35017,"Grant County, New Mexico",11295,2296,2162,1195,19.1,9133,1101,Grant County,48454.0,43383.0,53525.0,17.9,0.0318725099601593,19.5,27775,3961.207,7.011751721129444,NM,12.0,11.7,34.3,35017,2023,NM-Grant,35017.0,All,9434,74,0.78,8740.67,8816.39
35019,NM,"Guadalupe County, New Mexico",2023,3.43,21.42,546000.0,NM,Guadalupe,,,,,,,35019,"Guadalupe County, New Mexico",1490,408,606,274,40.7,884,134,Guadalupe County,43463.0,37703.0,49223.0,19.7,0.0476510067114094,25.5,4381,3029.772,1.445983394129987,NM,12.0,13.7,38.9,35019,2023,NM-Guadalupe,35019.0,All,1086,72,0.94,10750.38,9960.87
35021,NM,"Harding County, New Mexico",2023,3.43,21.42,84000.0,NM,Harding,1.0,,,1.4598540067672727,,,35021,"Harding County, New Mexico",286,60,25,14,8.7,261,46,Harding County,47606.0,41351.0,53861.0,20.6,0.0769230769230769,19.4,741,2125.478,0.3486274616815605,NM,12.0,11.9,36.3,35021,2023,NM-Harding,35021.0,All,239,75,0.8,11106.12,10715.38
35023,NM,"Hidalgo County, New Mexico",2023,3.57,22.31,453000.0,NM,Hidalgo,2.0,,,0.4622139930725098,,,35023,"Hidalgo County, New Mexico",1478,307,314,196,21.2,1164,111,Hidalgo County,45343.0,39758.0,50928.0,22.2,0.0994587280108254,23.1,4041,3438.551,1.175204322983722,NM,12.0,12.7,37.6,35023,2023,NM-Hidalgo,35023.0,All,1150,73,0.86,9345.55,9263.71
35025,NM,"Lea County, New Mexico",2023,3.5,21.86,7606000.0,NM,Lea,9.0,7.0,-22.22222222222222,0.1280682981014252,0.0974523201584816,-23.90597704257528,35025,"Lea County, New Mexico",24670,4715,4886,2222,19.8,19784,2493,Lea County,60820.0,54032.0,67608.0,24.4,0.0426023510336441,18.7,73733,4391.552,16.789736293683873,NM,12.0,11.7,41.4,35025,2023,NM-Lea,35025.0,All,9831,72,1,12228.24,12027.91
35027,NM,"Lincoln County, New Mexico",2023,3.7,23.15,2205000.0,NM,Lincoln,3.0,3.0,0.0,0.1544560641050339,0.1504589021205902,-2.58789579263492,35027,"Lincoln County, New Mexico",10000,1957,1466,765,14.7,8534,1192,Lincoln County,59386.0,52629.0,66143.0,20.0,0.0388,19.3,20224,4831.115,4.18619718222398,NM,12.0,10.0,32.2,35027,2023,NM-Lincoln,35027.0,All,6757,73,0.73,10503.97,9872.12
35028,NM,"Los Alamos County, New Mexico",2023,3.96,24.74,1193000.0,NM,Los Alamos,3.0,3.0,0.0,0.1644646674394608,0.1541465371847153,-6.273767135146868,35028,"Los Alamos County, New Mexico",8247,346,350,150,4.2,7897,196,Los Alamos County,146208.0,130575.0,161841.0,14.7,0.0219473748029586,3.5,19435,109.123,178.1017750611695,NM,12.0,6.4,26.5,35028,2023,NM-Los Alamos,35028.0,All,3805,75,0.77,9378.22,8527.36
35029,NM,"Luna County, New Mexico",2023,3.16,19.74,3479000.0,NM,Luna,2.0,,,0.0820580124855041,,,35029,"Luna County, New Mexico",9223,2334,2776,1556,30.1,6447,778,Luna County,38641.0,34302.0,42980.0,19.1,0.052260652716036,28.6,25611,2965.177,8.637258416613916,NM,12.0,14.9,41.4,35029,2023,NM-Luna,35029.0,All,7011,73,0.89,9629.49,9794.63
35031,NM,"McKinley County, New Mexico",2023,3.39,21.18,10484000.0,NM,McKinley,12.0,10.0,-16.66666666666666,0.1642935425043106,0.141195073723793,-14.05926759410616,35031,"McKinley County, New Mexico",21353,6964,8047,4385,37.7,13306,2579,McKinley County,41427.0,37450.0,45404.0,27.0,0.1067765653538144,33.2,70431,5451.064,12.9205967862421,NM,12.0,17.1,43.9,35031,2023,NM-McKinley,35031.0,All,12387,71,1.09,12382.73,10937.07
35033,NM,"Mora County, New Mexico",2023,3.43,21.42,500000.0,NM,Mora,1.0,,,0.2207018285989761,,,35033,"Mora County, New Mexico",1968,457,400,287,20.3,1568,170,Mora County,45685.0,39753.0,51617.0,30.7,0.0248983739837398,21.4,4149,1926.249,2.153927140260683,NM,12.0,13.4,36.5,35033,2023,NM-Mora,35033.0,All,1560,72,0.86,9164.03,8406.15
35035,NM,"Otero County, New Mexico",2023,3.45,21.55,7975000.0,NM,Otero,9.0,8.0,-11.11111111111112,0.1369383633136749,0.1177041828632355,-14.04586704923666,35035,"Otero County, New Mexico",24480,4157,5283,2310,21.6,19197,1847,Otero County,51298.0,47576.0,55020.0,22.1,0.0503267973856209,19.3,68816,6612.562,10.406858945141082,NM,12.0,11.5,34.5,35035,2023,NM-Otero,35035.0,All,14743,73,0.93,11103,10383.52
35037,NM,"Quay County, New Mexico",2023,3.52,21.98,1200000.0,NM,Quay,2.0,,,0.2383506149053573,,,35037,"Quay County, New Mexico",4389,1320,1340,960,30.5,3049,360,Quay County,43312.0,38282.0,48342.0,11.4,0.1166552745500113,27.1,8564,2873.955,2.979865725107039,NM,12.0,12.6,39.9,35037,2023,NM-Quay,35037.0,All,2631,73,0.87,10575.81,10050.24
35039,NM,"Rio Arriba County, New Mexico",2023,3.34,20.86,4126000.0,NM,Rio Arriba,3.0,4.0,33.33333333333333,0.0764818340539932,0.1038394644856452,35.77010249563137,35039,"Rio Arriba County, New Mexico",15647,2889,2948,1329,18.8,12699,1560,Rio Arriba County,51703.0,46543.0,56863.0,30.1,0.037515178628491,18.2,40070,5860.874,6.836864262906864,NM,12.0,13.1,38.0,35039,2023,NM-Rio Arriba,35039.0,All,9753,72,0.85,8954.57,8198.28
35041,NM,"Roosevelt County, New Mexico",2023,3.52,21.98,2280000.0,NM,Roosevelt,1.0,,,0.0521838963031768,,,35041,"Roosevelt County, New Mexico",7441,1594,1579,832,21.2,5862,762,Roosevelt County,51111.0,45317.0,56905.0,15.7,0.0737804058594275,21.8,18928,2446.051,7.738186979748174,NM,12.0,11.4,36.6,35041,2023,NM-Roosevelt,35041.0,All,3315,73,0.94,11289.64,11331.5
35043,NM,"Sandoval County, New Mexico",2023,3.61,22.56,12433000.0,NM,Sandoval,12.0,13.0,8.333333333333325,0.0853588283061981,0.0873045697808265,2.2794847507146,35043,"Sandoval County, New Mexico",56895,5568,7867,2484,13.8,49028,3084,Sandoval County,81557.0,74833.0,88281.0,30.3,0.0317075314175235,10.0,153604,3710.194,41.4005305382953,NM,12.0,9.8,34.8,35043,2023,NM-Sandoval,35043.0,All,36359,72,0.87,9901.06,9760.96
35045,NM,"San Juan County, New Mexico",2023,3.4,21.26,14030000.0,NM,San Juan,9.0,12.0,33.33333333333333,0.0703064575791359,0.0973141267895698,38.41420850998578,35045,"San Juan County, New Mexico",41732,9278,9643,5165,23.1,32089,4113,San Juan County,57296.0,52674.0,61918.0,24.2,0.066567621968753,23.1,120942,5517.232,21.920774765317105,NM,12.0,12.8,36.7,35045,2023,NM-San Juan,35045.0,All,24458,72,0.94,11438.52,10595.28
35047,NM,"San Miguel County, New Mexico",2023,3.43,21.42,3301000.0,NM,San Miguel,3.0,3.0,0.0,0.107146680355072,0.1105216592550278,3.149867908899706,35047,"San Miguel County, New Mexico",11931,3164,3486,1945,29.2,8445,1219,San Miguel County,46318.0,40914.0,51722.0,22.7,0.0870840667169558,24.4,26850,4721.515,5.68673402498986,NM,12.0,13.1,34.9,35047,2023,NM-San Miguel,35047.0,All,7557,72,0.92,9720.67,8945.12
35049,NM,"Santa Fe County, New Mexico",2023,3.96,24.74,15890000.0,NM,Santa Fe,28.0,22.0,-21.42857142857143,0.1880658715963363,0.1447882801294327,-23.01193252106607,35049,"Santa Fe County, New Mexico",70767,8695,7774,3385,11.0,62993,5310,Santa Fe County,78366.0,74322.0,82410.0,23.8,0.0415165260644085,12.0,156105,1910.38,81.71410923481191,NM,12.0,9.0,26.4,35049,2023,NM-Santa Fe,35049.0,All,46329,74,0.78,9066.82,8385.26
35051,NM,"Sierra County, New Mexico",2023,3.57,22.31,1706000.0,NM,Sierra,2.0,,,0.1797106713056564,,,35051,"Sierra County, New Mexico",5440,1117,863,396,15.9,4577,721,Sierra County,40498.0,35367.0,45629.0,14.8,0.0729779411764705,21.4,11500,4181.214,2.750397372629098,NM,12.0,10.9,34.0,35051,2023,NM-Sierra,35051.0,All,4753,73,0.87,10788.54,10294.4
35053,NM,"Socorro County, New Mexico",2023,3.34,20.9,2238000.0,NM,Socorro,1.0,,,0.0588616169989109,,,35053,"Socorro County, New Mexico",5269,1883,1307,1037,24.8,3962,846,Socorro County,46070.0,41120.0,51020.0,16.2,0.0671854241791611,33.2,16200,6646.387,2.4374144930170334,NM,12.0,14.2,37.4,35053,2023,NM-Socorro,35053.0,All,4172,71,0.87,10147.14,9600.61
35055,NM,"Taos County, New Mexico",2023,4.11,25.66,4094000.0,NM,Taos,11.0,9.0,-18.18181818181818,0.3340926468372345,0.2761329114437103,-17.34840199035012,35055,"Taos County, New Mexico",15549,3016,2689,1272,17.3,12860,1744,Taos County,53935.0,48995.0,58875.0,25.5,0.0304842755161103,15.5,34543,2202.373,15.684445822755729,NM,12.0,11.1,30.7,35055,2023,NM-Taos,35055.0,All,10783,73,0.83,8924.28,8415.76
35057,NM,"Torrance County, New Mexico",2023,3.56,22.24,1869000.0,NM,Torrance,2.0,,,0.1293159127235412,,,35057,"Torrance County, New Mexico",6052,885,1641,581,27.1,4411,304,Torrance County,44780.0,40524.0,49036.0,37.3,0.043456708526107,18.3,15490,3345.213,4.630497370421554,NM,12.0,12.3,37.3,35057,2023,NM-Torrance,35057.0,All,4031,70,0.77,7515.11,7323.63
35059,NM,"Union County, New Mexico",2023,3.07,19.19,413000.0,NM,Union,1.0,,,0.2400384098291397,,,35059,"Union County, New Mexico",1438,347,290,85,20.2,1148,262,Union County,45458.0,39757.0,51159.0,16.7,0.0472878998609179,16.6,4013,3825.05,1.0491366125932995,NM,12.0,11.7,37.2,35059,2023,NM-Union,35059.0,All,988,74,0.81,11617.39,10574.36
35061,NM,"Valencia County, New Mexico",2023,3.34,20.9,8089000.0,NM,Valencia,8.0,5.0,-37.5,0.1057655438780785,0.064454585313797,-39.05899506544663,35061,"Valencia County, New Mexico",27583,4913,6612,2946,24.0,20971,1967,Valencia County,56785.0,51583.0,61987.0,30.2,0.0296196932893448,18.1,78458,1066.744,73.54904269440466,NM,12.0,12.2,37.9,35061,2023,NM-Valencia,35061.0,All,17975,70,0.85,9155.24,8993.36
36001,NY,"Albany County, New York",2023,3.95,24.67,30447000.0,NY,Albany,101.0,86.0,-14.85148514851485,0.3281244933605194,0.2832170724868773,-13.68609225532608,36001,"Albany County, New York",134703,17559,14841,7266,11.0,119862,10293,Albany County,81193.0,78145.0,84241.0,21.4,0.1262406924864331,13.0,317018,522.888,606.2827986107924,NY,14.2,9.3,32.0,36001,2023,NY-Albany,36001.0,All,67645,72,1.02,11050.88,11021.9
36003,NY,"Allegany County, New York",2023,3.75,23.43,4861000.0,NY,Allegany,14.0,13.0,-7.14285714285714,0.2974736094474791,0.2851690053939818,-4.13636829040116,36003,"Allegany County, New York",17710,2918,2813,1371,15.9,14897,1547,Allegany County,57488.0,53233.0,61743.0,22.8,0.0769057029926595,16.2,47159,1029.506,45.80740665911612,NY,14.2,10.2,36.5,36003,2023,NY-Allegany,36003.0,All,11454,72,0.97,10975.26,10219.51
36005,NY,"Bronx County, New York",2023,3.9,24.37,236795000.0,NY,Bronx,1296.0,1091.0,-15.8179012345679,0.8977071046829223,0.7786505818367004,-13.26229036454755,36005,"Bronx County, New York",534100,151659,206275,106116,38.6,327825,45543,Bronx County,46894.0,44971.0,48817.0,43.3,0.6107844972851526,27.8,1404779,42.176,33307.54457511381,NY,14.2,15.2,34.7,36005,2023,NY-Bronx,36005.0,All,228555,72,1.23,20198.59,14155.83
36007,NY,"Broome County, New York",2023,3.8,23.77,21692000.0,NY,Broome,42.0,39.0,-7.14285714285714,0.2158550620079041,0.2058916687965393,-4.615779272760312,36007,"Broome County, New York",82005,14792,12589,6910,15.4,69416,7882,Broome County,63590.0,60339.0,66841.0,19.6,0.1352112676056338,18.5,197378,705.651,279.7105084524787,NY,14.2,10.4,34.6,36007,2023,NY-Broome,36007.0,All,47062,71,0.96,11091.88,10847.61
36009,NY,"Cattaraugus County, New York",2023,3.54,22.14,7830000.0,NY,Cattaraugus,19.0,17.0,-10.52631578947368,0.2444956302642822,0.2240881621837616,-8.346761886280595,36009,"Cattaraugus County, New York",31895,5982,5729,3077,18.0,26166,2905,Cattaraugus County,55944.0,51311.0,60577.0,22.6,0.1066938391597429,19.1,76145,1308.183,58.20668820799536,NY,14.2,10.3,41.4,36009,2023,NY-Cattaraugus,36009.0,All,19875,71,1.01,10071.33,9666.08
36011,NY,"Cayuga County, New York",2023,3.78,23.61,7213000.0,NY,Cayuga,11.0,12.0,9.09090909090908,0.141577422618866,0.1578345149755477,11.482828304091107,36011,"Cayuga County, New York",31524,4442,4663,2153,14.8,26861,2289,Cayuga County,66431.0,61515.0,71347.0,22.8,0.0905341961679989,13.5,75102,691.589,108.59339868043013,NY,14.2,9.6,40.5,36011,2023,NY-Cayuga,36011.0,All,18644,74,1.05,11708.22,11093.47
36013,NY,"Chautauqua County, New York",2023,3.68,22.97,13547000.0,NY,Chautauqua,30.0,28.0,-6.666666666666665,0.2320006191730499,0.2221657931804657,-4.239137821114348,36013,"Chautauqua County, New York",53393,8846,10617,4957,19.9,42776,3889,Chautauqua County,56040.0,51919.0,60161.0,19.6,0.11074485419437,17.4,125544,1060.41,118.3919427391292,NY,14.2,11.1,38.1,36013,2023,NY-Chautauqua,36013.0,All,33406,72,1.05,10582.23,10408.14
36015,NY,"Chemung County, New York",2023,3.65,22.79,8261000.0,NY,Chemung,15.0,16.0,6.666666666666665,0.1750455051660538,0.193653017282486,10.6300999267479,36015,"Chemung County, New York",35262,5526,5824,3118,16.5,29438,2408,Chemung County,60456.0,56391.0,64521.0,20.2,0.0976688786795984,16.3,82147,407.333,201.67037779899985,NY,14.2,10.0,36.3,36015,2023,NY-Chemung,36015.0,All,21231,72,1.03,11655.83,10966.91
36017,NY,"Chenango County, New York",2023,3.49,21.83,4205000.0,NY,Chenango,8.0,10.0,25.0,0.1655457764863967,0.2139952927827835,29.266537222934176,36017,"Chenango County, New York",19890,2522,2874,1074,14.4,17016,1448,Chenango County,57407.0,52559.0,62255.0,22.8,0.0778783308195072,11.8,46321,893.443,51.84550105602708,NY,14.2,9.8,38.6,36017,2023,NY-Chenango,36017.0,All,13137,72,0.96,11035.07,10303.69
36019,NY,"Clinton County, New York",2023,3.74,23.35,7677000.0,NY,Clinton,20.0,13.0,-35.0,0.2483824044466019,0.1629521995782851,-34.39462833877298,36019,"Clinton County, New York",33556,4666,5663,2528,16.9,27893,2138,Clinton County,64282.0,58615.0,69949.0,20.4,0.1038562403146978,13.7,78493,1037.751,75.63760478187928,NY,14.2,10.2,38.2,36019,2023,NY-Clinton,36019.0,All,20344,72,0.89,11485.03,10406.88
