GEO_ID,NAME,Total_Households,Total_Below_Poverty,SNAP_Total_Households,SNAP_Below_Poverty,SNAP_Participation_Rate_Pct,No_SNAP_Total_Households,No_SNAP_Below_Poverty_Gap
29197,"Schuyler County, Missouri",1307,150,100,66,7.7,1207,84
29199,"Scotland County, Missouri",1550,137,65,37,4.2,1485,100
29201,"Scott County, Missouri",15327,2220,2284,924,14.9,13043,1296
29203,"Shannon County, Missouri",2882,483,389,200,13.5,2493,283
29205,"Shelby County, Missouri",2391,356,200,116,8.4,2191,240
29207,"Stoddard County, Missouri",11585,1774,1759,988,15.2,9826,786
29209,"Stone County, Missouri",13530,1723,899,426,6.6,12631,1297
29211,"Sullivan County, Missouri",2040,340,204,100,10.0,1836,240
29213,"Taney County, Missouri",22788,3403,2593,1220,11.4,20195,2183
29215,"Texas County, Missouri",9503,1767,1287,794,13.5,8216,973
29217,"Vernon County, Missouri",7754,1324,1159,661,14.9,6595,663
29219,"Warren County, Missouri",13845,1286,952,423,6.9,12893,863
29221,"Washington County, Missouri",8920,1709,1792,936,20.1,7128,773
29223,"Wayne County, Missouri",4623,1041,844,537,18.3,3779,504
29225,"Webster County, Missouri",13964,1918,1367,757,9.8,12597,1161
29227,"Worth County, Missouri",847,136,93,60,11.0,754,76
29229,"Wright County, Missouri",7187,1515,974,555,13.6,6213,960
29510,"St. Louis city, Missouri",144891,29041,26878,14507,18.6,118013,14534
30001,"Beaverhead County, Montana",4201,604,304,114,7.2,3897,490
30003,"Big Horn County, Montana",3827,577,671,237,17.5,3156,340
30005,"Blaine County, Montana",2280,413,336,128,14.7,1944,285
30007,"Broadwater County, Montana",2822,299,100,35,3.5,2722,264
30009,"Carbon County, Montana",4664,354,286,106,6.1,4378,248
30011,"Carter County, Montana",600,105,32,16,5.3,568,89
30013,"Cascade County, Montana",35615,4664,3704,1813,10.4,31911,2851
30015,"Chouteau County, Montana",2159,255,204,80,9.4,1955,175
30017,"Custer County, Montana",5038,641,415,150,8.2,4623,491
30019,"Daniels County, Montana",734,89,21,5,2.9,713,84
30021,"Dawson County, Montana",3615,379,127,76,3.5,3488,303
30023,"Deer Lodge County, Montana",4473,668,586,304,13.1,3887,364
30025,"Fallon County, Montana",1178,169,27,0,2.3,1151,169
30027,"Fergus County, Montana",5303,678,389,224,7.3,4914,454
30029,"Flathead County, Montana",44233,4555,2870,1319,6.5,41363,3236
30031,"Gallatin County, Montana",51215,4792,1448,496,2.8,49767,4296
30033,"Garfield County, Montana",432,61,13,8,3.0,419,53
30035,"Glacier County, Montana",4291,1221,1023,616,23.8,3268,605
30037,"Golden Valley County, Montana",376,68,3,1,0.8,373,67
30039,"Granite County, Montana",1514,190,87,59,5.7,1427,131
30041,"Hill County, Montana",6206,1129,810,436,13.1,5396,693
30043,"Jefferson County, Montana",4996,315,257,144,5.1,4739,171
30045,"Judith Basin County, Montana",918,121,49,27,5.3,869,94
30047,"Lake County, Montana",12576,2095,1345,721,10.7,11231,1374
30049,"Lewis and Clark County, Montana",31215,2502,2432,895,7.8,28783,1607
30051,"Liberty County, Montana",724,110,47,32,6.5,677,78
30053,"Lincoln County, Montana",9082,1507,1112,731,12.2,7970,776
30055,"McCone County, Montana",798,38,2,2,0.3,796,36
30057,"Madison County, Montana",3740,256,132,79,3.5,3608,177
30059,"Meagher County, Montana",927,116,80,22,8.6,847,94
30061,"Mineral County, Montana",2150,231,295,121,13.7,1855,110
30063,"Missoula County, Montana",52679,6043,3964,1657,7.5,48715,4386
30065,"Musselshell County, Montana",2148,377,220,113,10.2,1928,264
30067,"Park County, Montana",8366,954,504,239,6.0,7862,715
30069,"Petroleum County, Montana",221,19,1,1,0.5,220,18
30071,"Phillips County, Montana",1765,88,124,23,7.0,1641,65
30073,"Pondera County, Montana",2268,397,204,109,9.0,2064,288
30075,"Powder River County, Montana",708,65,38,3,5.4,670,62
30077,"Powell County, Montana",2432,166,163,32,6.7,2269,134
30079,"Prairie County, Montana",545,127,79,67,14.5,466,60
30081,"Ravalli County, Montana",18661,1666,1209,420,6.5,17452,1246
30083,"Richland County, Montana",4422,344,193,30,4.4,4229,314
30085,"Roosevelt County, Montana",3091,782,392,215,12.7,2699,567
30087,"Rosebud County, Montana",3070,638,414,264,13.5,2656,374
30089,"Sanders County, Montana",5451,783,610,264,11.2,4841,519
30091,"Sheridan County, Montana",1476,121,62,20,4.2,1414,101
30093,"Silver Bow County, Montana",15419,2411,2028,1100,13.2,13391,1311
30095,"Stillwater County, Montana",3810,344,214,66,5.6,3596,278
30097,"Sweet Grass County, Montana",1552,150,72,47,4.6,1480,103
30099,"Teton County, Montana",2469,260,119,49,4.8,2350,211
30101,"Toole County, Montana",1852,210,144,47,7.8,1708,163
30103,"Treasure County, Montana",360,51,25,19,6.9,335,32
30105,"Valley County, Montana",2951,294,247,89,8.4,2704,205
30107,"Wheatland County, Montana",883,222,54,32,6.1,829,190
30109,"Wibaux County, Montana",461,67,21,16,4.6,440,51
30111,"Yellowstone County, Montana",69897,6707,5532,2398,7.9,64365,4309
31001,"Adams County, Nebraska",13076,1874,1189,540,9.1,11887,1334
31003,"Antelope County, Nebraska",2636,295,124,65,4.7,2512,230
31005,"Arthur County, Nebraska",185,17,11,8,5.9,174,9
31007,"Banner County, Nebraska",305,16,4,4,1.3,301,12
31009,"Blaine County, Nebraska",197,24,0,0,0.0,197,24
31011,"Boone County, Nebraska",2191,213,86,49,3.9,2105,164
31013,"Box Butte County, Nebraska",4505,814,321,161,7.1,4184,653
31015,"Boyd County, Nebraska",744,80,51,27,6.9,693,53
31017,"Brown County, Nebraska",1275,204,77,37,6.0,1198,167
31019,"Buffalo County, Nebraska",19984,2282,1306,758,6.5,18678,1524
31021,"Burt County, Nebraska",2929,432,302,188,10.3,2627,244
31023,"Butler County, Nebraska",3524,435,205,134,5.8,3319,301
31025,"Cass County, Nebraska",10832,651,462,203,4.3,10370,448
31027,"Cedar County, Nebraska",3444,288,186,99,5.4,3258,189
31029,"Chase County, Nebraska",1476,116,69,45,4.7,1407,71
31031,"Cherry County, Nebraska",2233,208,99,66,4.4,2134,142
31033,"Cheyenne County, Nebraska",4464,689,548,308,12.3,3916,381
31035,"Clay County, Nebraska",2490,225,151,64,6.1,2339,161
31037,"Colfax County, Nebraska",3707,231,329,85,8.9,3378,146
31039,"Cuming County, Nebraska",3807,258,97,35,2.5,3710,223
31041,"Custer County, Nebraska",4502,359,350,105,7.8,4152,254
31043,"Dakota County, Nebraska",7459,795,743,243,10.0,6716,552
31045,"Dawes County, Nebraska",3453,558,344,135,10.0,3109,423
31047,"Dawson County, Nebraska",9145,1060,571,234,6.2,8574,826
31049,"Deuel County, Nebraska",837,95,70,24,8.4,767,71
31051,"Dixon County, Nebraska",2188,162,172,37,7.9,2016,125
31053,"Dodge County, Nebraska",15168,1704,1245,614,8.2,13923,1090
31055,"Douglas County, Nebraska",238430,28221,22724,11096,9.5,215706,17125
31057,"Dundy County, Nebraska",779,96,62,54,8.0,717,42
31059,"Fillmore County, Nebraska",2357,225,140,54,5.9,2217,171
31061,"Franklin County, Nebraska",1293,169,85,50,6.6,1208,119
31063,"Frontier County, Nebraska",1074,149,124,42,11.5,950,107
31065,"Furnas County, Nebraska",2010,323,102,61,5.1,1908,262
31067,"Gage County, Nebraska",9327,1212,1016,599,10.9,8311,613
31069,"Garden County, Nebraska",858,160,95,53,11.1,763,107
31071,"Garfield County, Nebraska",701,85,35,24,5.0,666,61
31073,"Gosper County, Nebraska",836,85,62,46,7.4,774,39
31075,"Grant County, Nebraska",284,48,6,4,2.1,278,44
31077,"Greeley County, Nebraska",958,115,58,24,6.1,900,91
31079,"Hall County, Nebraska",24587,3648,2556,1278,10.4,22031,2370
31081,"Hamilton County, Nebraska",3628,176,175,41,4.8,3453,135
31083,"Harlan County, Nebraska",1197,106,63,22,5.3,1134,84
31085,"Hayes County, Nebraska",377,63,19,15,5.0,358,48
31087,"Hitchcock County, Nebraska",1111,170,82,41,7.4,1029,129
31089,"Holt County, Nebraska",4050,516,335,183,8.3,3715,333
31091,"Hooker County, Nebraska",327,32,1,1,0.3,326,31
31093,"Howard County, Nebraska",2504,186,169,43,6.7,2335,143
31095,"Jefferson County, Nebraska",3136,434,392,170,12.5,2744,264
31097,"Johnson County, Nebraska",1708,191,204,125,11.9,1504,66
31099,"Kearney County, Nebraska",2814,234,111,32,3.9,2703,202
31101,"Keith County, Nebraska",4051,497,360,223,8.9,3691,274
31103,"Keya Paha County, Nebraska",302,32,4,0,1.3,298,32
31105,"Kimball County, Nebraska",1489,162,168,46,11.3,1321,116
31107,"Knox County, Nebraska",3422,443,254,88,7.4,3168,355
31109,"Lancaster County, Nebraska",134126,16329,11241,5172,8.4,122885,11157
31111,"Lincoln County, Nebraska",14890,1887,1730,722,11.6,13160,1165
31113,"Logan County, Nebraska",299,19,6,1,2.0,293,18
31115,"Loup County, Nebraska",244,35,15,0,6.1,229,35
31117,"McPherson County, Nebraska",212,17,2,2,0.9,210,15
31119,"Madison County, Nebraska",14462,2259,1236,701,8.5,13226,1558
31121,"Merrick County, Nebraska",3205,356,184,113,5.7,3021,243
31123,"Morrill County, Nebraska",1918,320,223,130,11.6,1695,190
31125,"Nance County, Nebraska",1342,172,93,57,6.9,1249,115
31127,"Nemaha County, Nebraska",2847,375,378,138,13.3,2469,237
31129,"Nuckolls County, Nebraska",1919,139,109,21,5.7,1810,118
31131,"Otoe County, Nebraska",6383,583,382,205,6.0,6001,378
31133,"Pawnee County, Nebraska",1090,217,64,34,5.9,1026,183
31135,"Perkins County, Nebraska",1192,112,61,13,5.1,1131,99
31137,"Phelps County, Nebraska",3916,548,389,231,9.9,3527,317
31139,"Pierce County, Nebraska",2842,260,209,66,7.4,2633,194
31141,"Platte County, Nebraska",13658,1469,969,342,7.1,12689,1127
31143,"Polk County, Nebraska",2114,183,104,78,4.9,2010,105
31145,"Red Willow County, Nebraska",4504,618,415,263,9.2,4089,355
31147,"Richardson County, Nebraska",3554,442,268,135,7.5,3286,307
31149,"Rock County, Nebraska",600,81,32,16,5.3,568,65
31151,"Saline County, Nebraska",5143,517,230,140,4.5,4913,377
31153,"Sarpy County, Nebraska",74097,4643,3519,1109,4.7,70578,3534
31155,"Saunders County, Nebraska",8899,719,407,172,4.6,8492,547
31157,"Scotts Bluff County, Nebraska",15078,1971,1799,966,11.9,13279,1005
31159,"Seward County, Nebraska",6788,589,364,178,5.4,6424,411
31161,"Sheridan County, Nebraska",2108,253,215,108,10.2,1893,145
31163,"Sherman County, Nebraska",1325,165,69,30,5.2,1256,135
31165,"Sioux County, Nebraska",490,76,11,9,2.2,479,67
31167,"Stanton County, Nebraska",2313,279,112,54,4.8,2201,225
31169,"Thayer County, Nebraska",2087,200,151,50,7.2,1936,150
31171,"Thomas County, Nebraska",304,35,13,10,4.3,291,25
31173,"Thurston County, Nebraska",1990,250,293,109,14.7,1697,141
31175,"Valley County, Nebraska",1796,216,176,81,9.8,1620,135
31177,"Washington County, Nebraska",8429,678,395,238,4.7,8034,440
31179,"Wayne County, Nebraska",3753,636,256,145,6.8,3497,491
31181,"Webster County, Nebraska",1493,151,142,81,9.5,1351,70
31183,"Wheeler County, Nebraska",359,28,10,0,2.8,349,28
31185,"York County, Nebraska",5712,532,420,200,7.4,5292,332
32001,"Churchill County, Nevada",9516,829,1012,353,10.6,8504,476
32003,"Clark County, Nevada",862518,110347,117447,40334,13.6,745071,70013
32005,"Douglas County, Nevada",21325,1827,1200,343,5.6,20125,1484
32007,"Elko County, Nevada",19627,1979,1781,722,9.1,17846,1257
32009,"Esmeralda County, Nevada",503,127,140,105,27.8,363,22
32011,"Eureka County, Nevada",622,85,16,16,2.6,606,69
32013,"Humboldt County, Nevada",6911,749,778,456,11.3,6133,293
32015,"Lander County, Nevada",2129,226,244,133,11.5,1885,93
32017,"Lincoln County, Nevada",1717,93,79,72,4.6,1638,21
32019,"Lyon County, Nevada",23745,2813,2603,908,11.0,21142,1905
32021,"Mineral County, Nevada",1830,292,255,154,13.9,1575,138
32023,"Nye County, Nevada",22175,2965,3307,1090,14.9,18868,1875
32027,"Pershing County, Nevada",1736,216,161,80,9.3,1575,136
32029,"Storey County, Nevada",1892,165,83,18,4.4,1809,147
32031,"Washoe County, Nevada",199296,21465,20928,7505,10.5,178368,13960
32033,"White Pine County, Nevada",3359,306,284,125,8.5,3075,181
32510,"Carson City, Nevada",23692,2729,2432,783,10.3,21260,1946
33001,"Belknap County, New Hampshire",26337,2475,1812,667,6.9,24525,1808
33003,"Carroll County, New Hampshire",21847,2045,1091,490,5.0,20756,1555
33005,"Cheshire County, New Hampshire",30620,2823,1943,722,6.3,28677,2101
33007,"Coos County, New Hampshire",14002,2012,1770,796,12.6,12232,1216
33009,"Grafton County, New Hampshire",37107,4164,2364,1178,6.4,34743,2986
33011,"Hillsborough County, New Hampshire",168740,11906,11060,4605,6.6,157680,7301
33013,"Merrimack County, New Hampshire",60901,4587,4269,1846,7.0,56632,2741
33015,"Rockingham County, New Hampshire",127570,7145,4216,1777,3.3,123354,5368
33017,"Strafford County, New Hampshire",52080,5459,3816,1715,7.3,48264,3744
33019,"Sullivan County, New Hampshire",16618,1738,1371,523,8.3,15247,1215
34001,"Atlantic County, New Jersey",109557,13894,13416,5668,12.2,96141,8226
34003,"Bergen County, New Jersey",355127,27135,18954,8024,5.3,336173,19111
34005,"Burlington County, New Jersey",177222,12388,8705,2800,4.9,168517,9588
34007,"Camden County, New Jersey",202540,25761,26941,12104,13.3,175599,13657
34009,"Cape May County, New Jersey",44884,4295,3380,1586,7.5,41504,2709
34011,"Cumberland County, New Jersey",53781,8860,9464,3932,17.6,44317,4928
34013,"Essex County, New Jersey",319788,51078,47471,22334,14.8,272317,28744
34015,"Gloucester County, New Jersey",112545,9442,7447,2481,6.6,105098,6961
34017,"Hudson County, New Jersey",299682,43956,44096,19990,14.7,255586,23966
34019,"Hunterdon County, New Jersey",50860,2425,1825,762,3.6,49035,1663
34021,"Mercer County, New Jersey",144114,15845,13377,6178,9.3,130737,9667
34023,"Middlesex County, New Jersey",307782,27245,24330,9318,7.9,283452,17927
34025,"Monmouth County, New Jersey",251712,18401,13702,5069,5.4,238010,13332
34027,"Morris County, New Jersey",193245,11232,7093,2114,3.7,186152,9118
34029,"Ocean County, New Jersey",243843,22900,15692,6599,6.4,228151,16301
34031,"Passaic County, New Jersey",178936,24664,34016,13884,19.0,144920,10780
34033,"Salem County, New Jersey",24846,3080,3099,1485,12.5,21747,1595
34035,"Somerset County, New Jersey",130802,7133,4857,1603,3.7,125945,5530
34037,"Sussex County, New Jersey",57767,3244,1808,657,3.1,55959,2587
34039,"Union County, New Jersey",203277,18431,17870,6327,8.8,185407,12104
34041,"Warren County, New Jersey",45391,3883,3363,1202,7.4,42028,2681
35001,"Bernalillo County, New Mexico",285495,43118,48464,20401,17.0,237031,22717
35003,"Catron County, New Mexico",1789,365,166,105,9.3,1623,260
35005,"Chaves County, New Mexico",23712,5770,5927,3034,25.0,17785,2736
35006,"Cibola County, New Mexico",8503,2227,2009,1160,23.6,6494,1067
35007,"Colfax County, New Mexico",5368,854,1255,586,23.4,4113,268
35009,"Curry County, New Mexico",18595,3669,4738,2305,25.5,13857,1364
35011,"De Baca County, New Mexico",820,139,153,89,18.7,667,50
35013,"Doña Ana County, New Mexico",84889,18382,20500,10337,24.1,64389,8045
35015,"Eddy County, New Mexico",23620,3640,3345,1542,14.2,20275,2098
35017,"Grant County, New Mexico",11295,2296,2162,1195,19.1,9133,1101
35019,"Guadalupe County, New Mexico",1490,408,606,274,40.7,884,134
35021,"Harding County, New Mexico",286,60,25,14,8.7,261,46
35023,"Hidalgo County, New Mexico",1478,307,314,196,21.2,1164,111
35025,"Lea County, New Mexico",24670,4715,4886,2222,19.8,19784,2493
35027,"Lincoln County, New Mexico",10000,1957,1466,765,14.7,8534,1192
35028,"Los Alamos County, New Mexico",8247,346,350,150,4.2,7897,196
35029,"Luna County, New Mexico",9223,2334,2776,1556,30.1,6447,778
35031,"McKinley County, New Mexico",21353,6964,8047,4385,37.7,13306,2579
35033,"Mora County, New Mexico",1968,457,400,287,20.3,1568,170
35035,"Otero County, New Mexico",24480,4157,5283,2310,21.6,19197,1847
35037,"Quay County, New Mexico",4389,1320,1340,960,30.5,3049,360
35039,"Rio Arriba County, New Mexico",15647,2889,2948,1329,18.8,12699,1560
35041,"Roosevelt County, New Mexico",7441,1594,1579,832,21.2,5862,762
35043,"Sandoval County, New Mexico",56895,5568,7867,2484,13.8,49028,3084
35045,"San Juan County, New Mexico",41732,9278,9643,5165,23.1,32089,4113
35047,"San Miguel County, New Mexico",11931,3164,3486,1945,29.2,8445,1219
35049,"Santa Fe County, New Mexico",70767,8695,7774,3385,11.0,62993,5310
35051,"Sierra County, New Mexico",5440,1117,863,396,15.9,4577,721
35053,"Socorro County, New Mexico",5269,1883,1307,1037,24.8,3962,846
35055,"Taos County, New Mexico",15549,3016,2689,1272,17.3,12860,1744
35057,"Torrance County, New Mexico",6052,885,1641,581,27.1,4411,304
35059,"Union County, New Mexico",1438,347,290,85,20.2,1148,262
35061,"Valencia County, New Mexico",27583,4913,6612,2946,24.0,20971,1967
36001,"Albany County, New York",134703,17559,14841,7266,11.0,119862,10293
36003,"Allegany County, New York",17710,2918,2813,1371,15.9,14897,1547
36005,"Bronx County, New York",534100,151659,206275,106116,38.6,327825,45543
36007,"Broome County, New York",82005,14792,12589,6910,15.4,69416,7882
36009,"Cattaraugus County, New York",31895,5982,5729,3077,18.0,26166,2905
36011,"Cayuga County, New York",31524,4442,4663,2153,14.8,26861,2289
36013,"Chautauqua County, New York",53393,8846,10617,4957,19.9,42776,3889
36015,"Chemung County, New York",35262,5526,5824,3118,16.5,29438,2408
36017,"Chenango County, New York",19890,2522,2874,1074,14.4,17016,1448
36019,"Clinton County, New York",33556,4666,5663,2528,16.9,27893,2138
36021,"Columbia County, New York",26627,3119,2592,1185,9.7,24035,1934
36023,"Cortland County, New York",18999,2791,2947,1240,15.5,16052,1551
36025,"Delaware County, New York",19203,2810,2390,1196,12.4,16813,1614
36027,"Dutchess County, New York",116275,10277,9145,3459,7.9,107130,6818
36029,"Erie County, New York",409665,57098,63474,29660,15.5,346191,27438
36031,"Essex County, New York",16342,1907,1711,929,10.5,14631,978
36033,"Franklin County, New York",19514,3248,3410,1689,17.5,16104,1559
36035,"Fulton County, New York",22866,2820,3521,1148,15.4,19345,1672
36037,"Genesee County, New York",24873,2886,3374,1503,13.6,21499,1383
36039,"Greene County, New York",18674,1715,1477,539,7.9,17197,1176
36041,"Hamilton County, New York",2423,256,119,50,4.9,2304,206
36043,"Herkimer County, New York",25741,3472,3806,1659,14.8,21935,1813
36045,"Jefferson County, New York",47606,6263,7529,3547,15.8,40077,2716
36047,"Kings County, New York",1009927,185803,231177,106083,22.9,778750,79720
36049,"Lewis County, New York",11110,1424,1394,607,12.5,9716,817
36051,"Livingston County, New York",24473,2580,2552,1010,10.4,21921,1570
36053,"Madison County, New York",26252,2915,3056,1214,11.6,23196,1701
36055,"Monroe County, New York",318428,42441,47855,22436,15.0,270573,20005
36057,"Montgomery County, New York",19603,2923,3014,1432,15.4,16589,1491
36059,"Nassau County, New York",458166,28181,22835,6298,5.0,435331,21883
36061,"New York County, New York",778281,121633,112139,56844,14.4,666142,64789
36063,"Niagara County, New York",91884,12546,13529,6668,14.7,78355,5878
36065,"Oneida County, New York",95220,13494,15855,8152,16.7,79365,5342
36067,"Onondaga County, New York",197760,26265,28395,13373,14.4,169365,12892
36069,"Ontario County, New York",48311,4277,4174,1732,8.6,44137,2545
36071,"Orange County, New York",138608,15325,14898,6638,10.7,123710,8687
36073,"Orleans County, New York",16220,2097,2498,976,15.4,13722,1121
36075,"Oswego County, New York",47239,6909,7542,3869,16.0,39697,3040
36077,"Otsego County, New York",23189,2738,2285,976,9.9,20904,1762
36079,"Putnam County, New York",35545,2239,1152,292,3.2,34393,1947
36081,"Queens County, New York",841003,112134,133891,45566,15.9,707112,66568
36083,"Rensselaer County, New York",66686,7592,7264,3481,10.9,59422,4111
36085,"Richmond County, New York",170777,20705,22803,8800,13.4,147974,11905
36087,"Rockland County, New York",103879,12427,12398,6072,11.9,91481,6355
36089,"St. Lawrence County, New York",41666,7210,6467,3441,15.5,35199,3769
36091,"Saratoga County, New York",101911,7768,6660,2546,6.5,95251,5222
36093,"Schenectady County, New York",66902,8707,9338,4819,14.0,57564,3888
36095,"Schoharie County, New York",12861,1621,1764,921,13.7,11097,700
36097,"Schuyler County, New York",7355,1003,1111,482,15.1,6244,521
36099,"Seneca County, New York",13606,1718,1637,769,12.0,11969,949
36101,"Steuben County, New York",39219,5340,4761,2487,12.1,34458,2853
36103,"Suffolk County, New York",512565,34831,36965,9730,7.2,475600,25101
36105,"Sullivan County, New York",31434,4239,5383,2526,17.1,26051,1713
36107,"Tioga County, New York",20347,2654,2730,1314,13.4,17617,1340
36109,"Tompkins County, New York",43263,8054,3869,1768,8.9,39394,6286
36111,"Ulster County, New York",74278,8599,7262,2998,9.8,67016,5601
36113,"Warren County, New York",30133,3057,2940,1092,9.8,27193,1965
36115,"Washington County, New York",24469,2717,2955,1360,12.1,21514,1357
36117,"Wayne County, New York",38404,4391,4368,1821,11.4,34036,2570
36119,"Westchester County, New York",372883,37934,34921,14316,9.4,337962,23618
36121,"Wyoming County, New York",16453,1881,1816,845,11.0,14637,1036
36123,"Yates County, New York",9490,1078,1012,410,10.7,8478,668
37001,"Alamance County, North Carolina",70062,9247,9499,3452,13.6,60563,5795
37003,"Alexander County, North Carolina",14126,1568,1902,712,13.5,12224,856
37005,"Alleghany County, North Carolina",5177,781,725,381,14.0,4452,400
37007,"Anson County, North Carolina",8548,1932,2889,1155,33.8,5659,777
37009,"Ashe County, North Carolina",12201,1826,1709,780,14.0,10492,1046
37011,"Avery County, North Carolina",6791,758,946,368,13.9,5845,390
37013,"Beaufort County, North Carolina",19385,3527,3243,1674,16.7,16142,1853
37015,"Bertie County, North Carolina",7143,1257,1706,570,23.9,5437,687
37017,"Bladen County, North Carolina",11824,2818,3093,1693,26.2,8731,1125
37019,"Brunswick County, North Carolina",69124,6660,5908,1964,8.5,63216,4696
37021,"Buncombe County, North Carolina",101855,11483,9660,4488,9.5,92195,6995
37023,"Burke County, North Carolina",36306,5360,5202,2635,14.3,31104,2725
37025,"Cabarrus County, North Carolina",84246,8049,8695,2936,10.3,75551,5113
37027,"Caldwell County, North Carolina",32919,4602,4717,2287,14.3,28202,2315
37029,"Camden County, North Carolina",4011,304,426,131,10.6,3585,173
37031,"Carteret County, North Carolina",31977,3647,2886,1223,9.0,29091,2424
37033,"Caswell County, North Carolina",8830,1598,1778,963,20.1,7052,635
37035,"Catawba County, North Carolina",66227,8166,7896,3171,11.9,58331,4995
37037,"Chatham County, North Carolina",33004,3573,1675,725,5.1,31329,2848
37039,"Cherokee County, North Carolina",13241,1870,1577,483,11.9,11664,1387
37041,"Chowan County, North Carolina",6134,1107,1359,760,22.2,4775,347
37043,"Clay County, North Carolina",5081,797,570,245,11.2,4511,552
37045,"Cleveland County, North Carolina",38850,6293,8280,3080,21.3,30570,3213
37047,"Columbus County, North Carolina",20048,3878,4531,1959,22.6,15517,1919
37049,"Craven County, North Carolina",42871,6075,6015,2569,14.0,36856,3506
37051,"Cumberland County, North Carolina",129758,20990,24156,9833,18.6,105602,11157
37053,"Currituck County, North Carolina",11845,973,686,287,5.8,11159,686
37055,"Dare County, North Carolina",16836,1004,851,247,5.1,15985,757
37057,"Davidson County, North Carolina",69846,8867,9151,3703,13.1,60695,5164
37059,"Davie County, North Carolina",17270,1612,2020,738,11.7,15250,874
37061,"Duplin County, North Carolina",20787,3985,3290,1662,15.8,17497,2323
37063,"Durham County, North Carolina",141847,14387,12872,4058,9.1,128975,10329
37065,"Edgecombe County, North Carolina",19652,4034,4642,2528,23.6,15010,1506
37067,"Forsyth County, North Carolina",159925,22516,22305,9608,13.9,137620,12908
37069,"Franklin County, North Carolina",28529,3409,3551,1229,12.4,24978,2180
37071,"Gaston County, North Carolina",93576,13223,15034,6228,16.1,78542,6995
37073,"Gates County, North Carolina",4192,431,585,166,14.0,3607,265
37075,"Graham County, North Carolina",3524,334,518,138,14.7,3006,196
37077,"Granville County, North Carolina",22474,3160,3131,1328,13.9,19343,1832
37079,"Greene County, North Carolina",6912,1283,1513,673,21.9,5399,610
37081,"Guilford County, North Carolina",219718,31152,33985,14117,15.5,185733,17035
37083,"Halifax County, North Carolina",20383,5176,5922,3081,29.1,14461,2095
37085,"Harnett County, North Carolina",49845,7057,7587,3176,15.2,42258,3881
37087,"Haywood County, North Carolina",27123,3999,3675,1702,13.5,23448,2297
37089,"Henderson County, North Carolina",51067,5847,4687,1593,9.2,46380,4254
37091,"Hertford County, North Carolina",8285,1810,2305,1072,27.8,5980,738
37093,"Hoke County, North Carolina",19258,3154,3864,1598,20.1,15394,1556
37095,"Hyde County, North Carolina",1939,364,436,99,22.5,1503,265
37097,"Iredell County, North Carolina",76344,7891,6163,2355,8.1,70181,5536
37099,"Jackson County, North Carolina",18430,3364,2242,1045,12.2,16188,2319
37101,"Johnston County, North Carolina",85591,9115,9747,4101,11.4,75844,5014
37103,"Jones County, North Carolina",4125,767,641,250,15.5,3484,517
37105,"Lee County, North Carolina",25145,3843,3822,1868,15.2,21323,1975
37107,"Lenoir County, North Carolina",23351,5169,6384,2757,27.3,16967,2412
37109,"Lincoln County, North Carolina",36811,4347,4204,1571,11.4,32607,2776
37111,"McDowell County, North Carolina",18638,2820,3419,1211,18.3,15219,1609
37113,"Macon County, North Carolina",18406,2552,1640,749,8.9,16766,1803
37115,"Madison County, North Carolina",8342,1293,1017,588,12.2,7325,705
37117,"Martin County, North Carolina",9502,2125,1912,1212,20.1,7590,913
37119,"Mecklenburg County, North Carolina",466527,46316,40445,14785,8.7,426082,31531
37121,"Mitchell County, North Carolina",6587,1063,1117,528,17.0,5470,535
37123,"Montgomery County, North Carolina",10643,1545,1984,855,18.6,8659,690
37125,"Moore County, North Carolina",44013,4843,3772,1534,8.6,40241,3309
37127,"Nash County, North Carolina",38797,5133,7087,2388,18.3,31710,2745
37129,"New Hanover County, North Carolina",104856,12746,9694,4001,9.2,95162,8745
37131,"Northampton County, North Carolina",7857,1772,2078,1060,26.4,5779,712
37133,"Onslow County, North Carolina",75265,8496,9138,2897,12.1,66127,5599
37135,"Orange County, North Carolina",57342,7359,3352,1460,5.8,53990,5899
37137,"Pamlico County, North Carolina",5456,942,591,311,10.8,4865,631
37139,"Pasquotank County, North Carolina",15785,2061,2771,1177,17.6,13014,884
37141,"Pender County, North Carolina",25291,2623,2977,983,11.8,22314,1640
37143,"Perquimans County, North Carolina",5614,592,770,349,13.7,4844,243
37145,"Person County, North Carolina",16063,2845,3298,1618,20.5,12765,1227
37147,"Pitt County, North Carolina",74533,14974,11320,4904,15.2,63213,10070
37149,"Polk County, North Carolina",8976,1346,873,383,9.7,8103,963
37151,"Randolph County, North Carolina",57721,7937,8752,3537,15.2,48969,4400
37153,"Richmond County, North Carolina",17026,4176,4868,2663,28.6,12158,1513
37155,"Robeson County, North Carolina",43134,11748,14065,6922,32.6,29069,4826
37157,"Rockingham County, North Carolina",39606,6501,7022,3175,17.7,32584,3326
37159,"Rowan County, North Carolina",58899,9534,9438,5287,16.0,49461,4247
37161,"Rutherford County, North Carolina",26642,4567,5183,2483,19.5,21459,2084
37163,"Sampson County, North Carolina",21607,4304,4361,2031,20.2,17246,2273
37165,"Scotland County, North Carolina",12580,3135,3980,2077,31.6,8600,1058
37167,"Stanly County, North Carolina",25240,3773,3880,1904,15.4,21360,1869
37169,"Stokes County, North Carolina",19546,2300,2889,933,14.8,16657,1367
